Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
26,2024-07-26,08:36:46,10:56:29,02:19:43,01:41:11,33,1,14.61,85 4 HONDA - MINORISTA - HONDA,Ver
26,2024-07-26,11:00:03,13:28:00,02:27:57,00:03:34,19,1,12.99,85 4 HONDA - MINORISTA - HONDA,Ver
26,2024-07-26,13:36:02,16:09:08,02:33:06,00:08:02,52,1,12.23,85 1 HONDA - ORIENTAL - HONDA,Ver
26,2024-07-26,16:09:37,17:34:28,01:24:51,00:00:29,53,1,12.3,85 1 HONDA - ORIENTAL - HONDA,Ver
26,2024-07-26,17:47:00,19:37:17,01:50:17,00:12:32,47,1,8.7,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-26,Vehiculo: 26,,,12:55:57,02:41:09,253,"7,00",81.13,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
26,2024-07-27,04:12:49,05:29:03,01:16:14,00:00:00,23,1,14.46,85 1 HONDA - ORIENTAL - HONDA,Ver
26,2024-07-27,06:03:28,06:55:06,00:51:38,00:34:25,26,1,6.82,85 1 HONDA - ORIENTAL - HONDA,Ver
26,2024-07-27,09:42:38,11:52:40,02:10:02,02:47:32,70,1,13.29,85 1 HONDA - ORIENTAL - HONDA,Ver
26,2024-07-27,12:15:48,14:04:06,01:48:18,00:23:08,63,1,105.22,85 1 HONDA - ORIENTAL - HONDA,Ver
26,2024-07-27,14:18:40,16:27:36,02:08:56,00:14:34,63,1,14.83,85 1 HONDA - ORIENTAL - HONDA,Ver
26,2024-07-27,16:43:32,18:48:31,02:04:59,00:15:56,44,1,13.79,85 1 HONDA - ORIENTAL - HONDA,Ver
26,2024-07-27,19:23:02,20:11:35,00:48:33,00:34:31,18,1,7.05,85 4 HONDA - MINORISTA - HONDA,Ver
Fecha: 2024-07-27,Vehiculo: 26,,,11:08:40,04:50:06,307,"7,00",175.46,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
26,2024-07-28,04:01:21,05:23:17,01:21:56,00:00:00,17,1,15.27,85 4 HONDA - MINORISTA - HONDA,Ver
26,2024-07-28,05:32:36,06:47:50,01:15:14,00:09:19,26,1,13.54,85 1 HONDA - ORIENTAL - HONDA,Ver
26,2024-07-28,07:19:34,08:39:13,01:19:39,00:31:44,16,1,13.3,85 1 HONDA - ORIENTAL - HONDA,Ver
26,2024-07-28,09:24:19,11:12:57,01:48:38,00:45:06,33,1,13.74,85 1 HONDA - ORIENTAL - HONDA,Ver
26,2024-07-28,11:18:03,12:52:43,01:34:40,00:05:06,32,1,15.54,85 4 HONDA - MINORISTA - HONDA,Ver
26,2024-07-28,13:31:33,15:13:52,01:42:19,00:38:50,35,1,14.61,85 1 HONDA - ORIENTAL - HONDA,Ver
26,2024-07-28,15:23:44,16:56:12,01:32:28,00:09:52,39,1,13.29,85 1 HONDA - ORIENTAL - HONDA,Ver
26,2024-07-28,17:35:00,19:05:38,01:30:38,00:38:48,31,1,13.49,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-28,Vehiculo: 26,,,12:05:32,02:58:45,229,"8,00",112.78,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
26,2024-07-29,04:05:10,05:31:21,01:26:11,00:00:00,16,1,15.22,85 4 HONDA - MINORISTA - HONDA,Ver
26,2024-07-29,05:55:44,07:39:22,01:43:38,00:24:23,44,1,203.75,85 1 HONDA - ORIENTAL - HONDA,Ver
26,2024-07-29,08:17:51,10:07:25,01:49:34,00:38:29,32,1,12.88,85 1 HONDA - ORIENTAL - HONDA,Ver
26,2024-07-29,10:34:51,12:52:28,02:17:37,00:27:26,49,1,11.93,85 1 HONDA - ORIENTAL - HONDA,Ver
26,2024-07-29,12:52:28,14:55:51,02:03:23,00:00:00,37,1,14.68,85 4 HONDA - MINORISTA - HONDA,Ver
26,2024-07-29,15:08:02,17:13:37,02:05:35,00:12:11,44,1,16.27,85 1 HONDA - ORIENTAL - HONDA,Ver
26,2024-07-29,17:25:28,19:16:11,01:50:43,00:11:51,48,1,13.21,85 1 HONDA - ORIENTAL - HONDA,Ver
26,2024-07-29,19:20:25,20:56:48,01:36:23,00:04:14,34,1,13.24,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-29,Vehiculo: 26,,,14:53:04,01:58:34,304,"8,00",301.18,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
26,2024-07-30,04:20:15,05:41:00,01:20:45,00:00:00,26,1,13.53,85 1 HONDA - ORIENTAL - HONDA,Ver
26,2024-07-30,06:19:27,08:32:09,02:12:42,00:38:27,46,1,15.13,85 4 HONDA - MINORISTA - HONDA,Ver
26,2024-07-30,09:20:00,11:06:25,01:46:25,00:47:51,61,1,15.12,85 1 HONDA - ORIENTAL - HONDA,Ver
26,2024-07-30,11:24:40,13:17:24,01:52:44,00:18:15,49,1,12.96,85 1 HONDA - ORIENTAL - HONDA,Ver
26,2024-07-30,13:48:43,15:44:01,01:55:18,00:31:19,40,1,14.63,85 1 HONDA - ORIENTAL - HONDA,Ver
26,2024-07-30,16:14:28,18:03:11,01:48:43,00:30:27,26,1,13.87,85 4 HONDA - MINORISTA - HONDA,Ver
26,2024-07-30,18:04:08,19:58:21,01:54:13,00:00:57,18,1,12.38,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-30,Vehiculo: 26,,,12:50:50,02:47:16,266,"7,00",97.62,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
27,2024-07-15,06:33:39,08:09:25,01:35:46,00:00:00,29,1,14.95,85 4 HONDA - MINORISTA - HONDA,Ver
27,2024-07-15,09:05:52,10:37:34,01:31:42,00:56:27,28,1,14.41,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-15,12:00:37,13:29:13,01:28:36,01:23:03,34,1,13.27,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-15,14:10:34,15:55:36,01:45:02,00:41:21,44,1,14.63,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-15,16:41:44,18:01:10,01:19:26,00:46:08,37,1,12.67,85 4 HONDA - MINORISTA - HONDA,Ver
27,2024-07-15,18:22:46,20:00:42,01:37:56,00:21:36,33,1,13.35,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-15,20:15:32,21:50:26,01:34:54,00:14:50,35,1,15.01,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-15,Vehiculo: 27,,,10:53:22,04:23:25,240,"7,00",98.29,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
27,2024-07-16,06:20:09,08:09:40,01:49:31,00:00:00,54,1,13.91,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-16,08:50:42,10:44:38,01:53:56,00:41:02,20,1,14.91,85 4 HONDA - MINORISTA - HONDA,Ver
27,2024-07-16,11:24:18,13:19:33,01:55:15,00:39:40,63,1,13.57,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-16,14:00:32,16:08:58,02:08:26,00:40:59,70,1,13.29,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-16,16:16:17,18:07:25,01:51:08,00:07:19,42,1,14.53,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-16,18:35:09,20:17:16,01:42:07,00:27:44,42,1,14.49,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-16,20:18:15,21:48:45,01:30:30,00:00:59,35,1,14.27,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-16,22:01:14,23:38:39,01:37:25,00:12:29,14,1,12.33,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-16,Vehiculo: 27,,,14:28:18,02:50:12,340,"8,00",111.3,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
27,2024-07-17,05:29:57,07:41:36,02:11:39,00:00:00,45,0.5,6.99,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-17,17:10:54,18:00:28,00:49:34,09:29:18,35,0.5,6.17,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-17,19:50:46,21:03:47,01:13:01,01:50:18,33,1,12.5,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-17,21:16:28,22:47:17,01:30:49,00:12:41,22,1,13.78,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-17,Vehiculo: 27,,,05:45:03,11:32:17,135,"3,00",39.44,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
27,2024-07-18,05:22:28,06:44:49,01:22:21,00:00:00,37,1,13.73,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-18,08:21:07,09:17:14,00:56:07,01:36:18,30,1,7.66,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-18,12:29:31,14:16:07,01:46:36,03:12:17,28,1,14.63,85 4 HONDA - MINORISTA - HONDA,Ver
27,2024-07-18,15:12:38,17:03:54,01:51:16,00:56:31,25,1,12.52,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-18,17:12:45,19:06:42,01:53:57,00:08:51,52,1,14.45,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-18,19:06:42,20:42:17,01:35:35,00:00:00,38,1,13.09,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-18,20:55:31,22:08:55,01:13:24,00:13:14,32,1,12.6,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-18,Vehiculo: 27,,,10:39:16,06:07:11,242,"7,00",88.68,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
27,2024-07-19,05:07:35,06:40:11,01:32:36,00:00:00,52,1,14.62,85 4 HONDA - MINORISTA - HONDA,Ver
27,2024-07-19,07:39:14,09:10:33,01:31:19,00:59:03,40,1,12.52,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-19,10:14:42,12:03:46,01:49:04,01:04:09,49,1,14.61,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-19,12:16:02,14:09:40,01:53:38,00:12:16,50,1,14.76,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-19,15:21:15,17:29:38,02:08:23,01:11:35,57,1,13.53,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-19,17:34:36,19:53:46,02:19:10,00:04:58,62,1,14.8,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-19,20:05:39,21:19:49,01:14:10,00:11:53,38,1,12.74,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-19,22:18:02,23:02:40,00:44:38,00:58:13,31,1,5.94,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-19,Vehiculo: 27,,,13:12:58,04:42:07,379,"8,00",103.52,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
27,2024-07-20,04:46:43,05:43:50,00:57:07,00:00:00,11,1,15.07,85 4 HONDA - MINORISTA - HONDA,Ver
27,2024-07-20,06:46:04,07:24:00,00:37:56,01:02:14,13,1,7.66,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-20,08:18:27,09:29:40,01:11:13,00:54:27,19,1,12.59,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-20,09:45:14,10:40:30,00:55:16,00:15:34,28,1,10.32,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-20,11:41:46,13:29:34,01:47:48,01:01:16,31,1,13.96,85 4 HONDA - MINORISTA - HONDA,Ver
27,2024-07-20,13:41:13,15:07:30,01:26:17,00:11:39,59,1,14.28,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-20,15:33:34,17:19:14,01:45:40,00:26:04,49,1,13.65,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-20,17:27:01,19:35:37,02:08:36,00:07:47,59,1,13.78,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-20,Vehiculo: 27,,,10:49:53,03:59:01,269,"8,00",101.31,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
27,2024-07-22,05:40:59,07:19:19,01:38:20,00:00:00,48,1,13.09,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-22,07:56:51,08:53:59,00:57:08,00:37:32,23,0.5,8.95,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-22,15:07:32,16:09:42,01:02:10,06:13:33,28,0.5,6.73,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-22,16:46:04,19:03:29,02:17:25,00:36:22,43,1,13.57,85 4 HONDA - MINORISTA - HONDA,Ver
27,2024-07-22,19:50:23,21:02:43,01:12:20,00:46:54,38,1,12.42,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-22,21:23:41,22:34:19,01:10:38,00:20:58,24,1,12.37,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-22,Vehiculo: 27,,,08:18:01,08:35:19,204,"5,00",67.13,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
27,2024-07-23,06:11:49,07:55:46,01:43:57,00:00:00,42,1,14.53,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-23,08:23:16,09:00:46,00:37:30,00:27:30,5,0.5,6.52,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-23,16:23:23,17:17:20,00:53:57,07:22:37,23,0.5,6.61,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-23,17:51:02,19:26:17,01:35:15,00:33:42,49,1,12.41,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-23,Vehiculo: 27,,,04:50:39,08:23:49,119,"3,00",40.07,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
27,2024-07-24,04:58:25,06:17:25,01:19:00,00:00:00,28,1,13.15,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-24,07:03:04,08:41:17,01:38:13,00:45:39,34,1,14.08,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-24,08:51:39,10:26:15,01:34:36,00:10:22,17,1,14.66,85 4 HONDA - MINORISTA - HONDA,Ver
27,2024-07-24,10:54:25,12:56:08,02:01:43,00:28:10,54,1,14.39,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-24,13:43:56,15:42:24,01:58:28,00:47:48,53,1,13.55,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-24,15:51:26,17:47:23,01:55:57,00:09:02,58,1,14.27,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-24,18:17:38,19:48:08,01:30:30,00:30:15,37,1,11.89,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-24,Vehiculo: 27,,,11:58:27,02:51:16,281,"7,00",95.99,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
27,2024-07-25,03:54:56,04:58:12,01:03:16,00:00:00,22,1,14.37,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-25,05:23:14,06:47:54,01:24:40,00:25:02,38,1,15.11,85 4 HONDA - MINORISTA - HONDA,Ver
27,2024-07-25,07:37:12,09:25:16,01:48:04,00:49:18,48,1,13.38,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-25,09:55:49,10:55:12,00:59:23,00:30:33,26,1,7.92,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-25,14:07:39,16:07:23,01:59:44,03:12:27,46,1,14.08,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-25,16:31:40,18:49:26,02:17:46,00:24:17,49,1,14.32,85 4 HONDA - MINORISTA - HONDA,Ver
27,2024-07-25,19:01:07,20:52:42,01:51:35,00:11:41,44,1,16,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-25,Vehiculo: 27,,,11:24:28,05:33:18,273,"7,00",95.18,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
27,2024-07-26,03:55:10,04:49:18,00:54:08,00:00:00,8,1,14.47,85 4 HONDA - MINORISTA - HONDA,Ver
27,2024-07-26,05:33:39,07:22:56,01:49:17,00:44:21,34,1,13.87,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-26,07:53:53,09:41:13,01:47:20,00:30:57,59,1,12.98,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-26,10:36:18,12:50:51,02:14:33,00:55:05,28,1,12.01,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-26,13:07:04,15:11:12,02:04:08,00:16:13,19,1,13.14,85 4 HONDA - MINORISTA - HONDA,Ver
27,2024-07-26,15:15:01,16:47:38,01:32:37,00:03:49,46,1,11.9,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-26,17:06:07,19:06:29,02:00:22,00:18:29,46,1,14,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-26,Vehiculo: 27,,,12:22:25,02:48:54,240,"7,00",92.37,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
27,2024-07-27,04:06:33,05:24:16,01:17:43,00:00:00,16,1,13.61,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-27,05:52:41,07:29:48,01:37:07,00:28:25,36,1,15.16,85 4 HONDA - MINORISTA - HONDA,Ver
27,2024-07-27,10:40:41,12:35:08,01:54:27,03:10:53,27,1,13.3,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-27,12:59:19,15:11:09,02:11:50,00:24:11,29,1,15.05,85 4 HONDA - MINORISTA - HONDA,Ver
27,2024-07-27,15:54:39,17:41:58,01:47:19,00:43:30,51,1,13.4,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-27,17:49:11,19:26:55,01:37:44,00:07:13,43,1,13.78,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-27,Vehiculo: 27,,,10:26:10,04:54:12,202,"6,00",84.3,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
27,2024-07-28,04:33:15,06:01:51,01:28:36,00:00:00,10,1,16.57,85 4 HONDA - MINORISTA - HONDA,Ver
27,2024-07-28,05:57:16,07:16:15,01:18:59,00:00:00,20,1,13.74,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-28,07:34:20,08:58:10,01:23:50,00:18:05,17,1,13.66,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-28,09:47:09,11:43:23,01:56:14,00:48:59,36,1,14.99,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-28,11:53:58,13:44:06,01:50:08,00:10:35,51,1,14.54,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-28,13:46:31,15:21:52,01:35:21,00:02:25,15,1,15.97,85 4 HONDA - MINORISTA - HONDA,Ver
27,2024-07-28,15:48:57,17:35:09,01:46:12,00:27:05,59,1,14.08,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-28,18:03:24,19:46:20,01:42:56,00:28:15,53,1,14.74,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-28,Vehiculo: 27,,,13:02:16,02:15:24,261,"8,00",118.29,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
27,2024-07-29,05:45:31,07:25:29,01:39:58,00:00:00,51,1,13.96,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-29,08:05:53,10:21:30,02:15:37,00:40:24,50,1,13.84,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-29,10:33:16,12:43:55,02:10:39,00:11:46,37,1,12.87,85 4 HONDA - MINORISTA - HONDA,Ver
27,2024-07-29,12:55:27,14:25:31,01:30:04,00:11:32,25,1,11.86,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-29,15:57:28,17:56:12,01:58:44,01:31:57,38,1,14.86,85 4 HONDA - MINORISTA - HONDA,Ver
27,2024-07-29,18:02:31,19:53:04,01:50:33,00:06:19,49,1,14.24,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-29,Vehiculo: 27,,,11:25:35,02:41:58,250,"6,00",81.63,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
27,2024-07-30,04:21:57,05:43:51,01:21:54,00:00:00,14,1,15.19,85 4 HONDA - MINORISTA - HONDA,Ver
27,2024-07-30,06:24:51,08:15:41,01:50:50,00:41:00,39,1,14.44,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-30,09:01:14,10:44:37,01:43:23,00:45:33,52,1,13.64,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-30,11:33:58,12:33:30,00:59:32,00:49:21,20,0.5,7.91,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-30,15:32:18,16:33:28,01:01:10,02:58:48,30,0.5,6.49,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-30,16:46:56,18:33:36,01:46:40,00:13:28,44,1,13.89,85 1 HONDA - ORIENTAL - HONDA,Ver
27,2024-07-30,19:01:12,20:33:54,01:32:42,00:27:36,25,1,14.79,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-30,Vehiculo: 27,,,10:16:11,05:55:46,224,"6,00",86.35,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
28,2024-07-15,05:19:40,06:43:58,01:24:18,00:00:00,40,1,14.3,85 1 HONDA - ORIENTAL - HONDA,Ver
28,2024-07-15,07:29:56,09:10:35,01:40:39,00:45:58,16,1,13.95,85 4 HONDA - MINORISTA - HONDA,Ver
28,2024-07-15,10:23:10,11:49:10,01:26:00,01:12:35,34,1,12.58,85 1 HONDA - ORIENTAL - HONDA,Ver
28,2024-07-15,12:07:50,13:44:04,01:36:14,00:18:40,28,1,13.84,85 1 HONDA - ORIENTAL - HONDA,Ver
28,2024-07-15,15:05:11,16:43:42,01:38:31,01:21:07,49,1,12.49,85 1 HONDA - ORIENTAL - HONDA,Ver
28,2024-07-15,16:57:44,18:42:41,01:44:57,00:14:02,53,1,12.35,85 1 HONDA - ORIENTAL - HONDA,Ver
28,2024-07-15,18:53:56,20:19:27,01:25:31,00:11:15,57,1,13.73,85 1 HONDA - ORIENTAL - HONDA,Ver
28,2024-07-15,20:28:44,21:58:00,01:29:16,00:09:17,43,1,13.56,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-15,Vehiculo: 28,,,12:25:26,04:12:54,320,"8,00",106.8,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
28,2024-07-16,05:40:45,06:54:25,01:13:40,00:00:00,42,1,13.39,85 1 HONDA - ORIENTAL - HONDA,Ver
28,2024-07-16,07:29:36,09:22:29,01:52:53,00:35:11,47,1,14.56,85 1 HONDA - ORIENTAL - HONDA,Ver
28,2024-07-16,09:57:26,10:47:12,00:49:46,00:34:57,21,1,7.67,85 1 HONDA - ORIENTAL - HONDA,Ver
28,2024-07-16,12:44:05,14:54:35,02:10:30,01:56:53,36,1,14.12,85 4 HONDA - MINORISTA - HONDA,Ver
28,2024-07-16,15:18:57,17:28:25,02:09:28,00:24:22,35,1,13.94,85 1 HONDA - ORIENTAL - HONDA,Ver
28,2024-07-16,17:37:01,19:26:33,01:49:32,00:08:36,37,1,13.9,85 1 HONDA - ORIENTAL - HONDA,Ver
28,2024-07-16,19:56:54,21:15:57,01:19:03,00:30:21,53,1,13.35,85 1 HONDA - ORIENTAL - HONDA,Ver
28,2024-07-16,21:34:57,22:48:03,01:13:06,00:19:00,36,1,12.55,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-16,Vehiculo: 28,,,12:37:58,04:29:20,307,"8,00",103.48,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
28,2024-07-17,05:39:00,06:51:04,01:12:04,00:00:00,43,1,12.58,85 1 HONDA - ORIENTAL - HONDA,Ver
28,2024-07-17,07:31:16,09:21:24,01:50:08,00:40:12,56,1,13.77,85 1 HONDA - ORIENTAL - HONDA,Ver
28,2024-07-17,10:03:47,11:46:15,01:42:28,00:42:23,30,1,14.31,85 4 HONDA - MINORISTA - HONDA,Ver
28,2024-07-17,12:29:11,14:00:28,01:31:17,00:42:56,40,1,12.53,85 1 HONDA - ORIENTAL - HONDA,Ver
28,2024-07-17,15:06:16,16:49:24,01:43:08,01:05:48,49,1,13.79,85 1 HONDA - ORIENTAL - HONDA,Ver
28,2024-07-17,17:21:57,19:11:19,01:49:22,00:32:33,50,1,14.46,85 1 HONDA - ORIENTAL - HONDA,Ver
28,2024-07-17,19:22:35,21:02:21,01:39:46,00:11:16,35,1,12.04,85 1 HONDA - ORIENTAL - HONDA,Ver
28,2024-07-17,21:05:23,22:27:24,01:22:01,00:03:02,30,1,13.71,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-17,Vehiculo: 28,,,12:50:14,03:58:10,333,"8,00",107.19,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
28,2024-07-18,06:01:12,07:46:25,01:45:13,00:00:00,47,1,13.84,85 1 HONDA - ORIENTAL - HONDA,Ver
28,2024-07-18,07:48:14,10:36:09,02:47:55,00:01:49,25,1,17.02,85 1 HONDA - ORIENTAL - HONDA,Ver
28,2024-07-18,11:23:02,13:38:54,02:15:52,00:46:53,26,1,14.66,85 4 HONDA - MINORISTA - HONDA,Ver
28,2024-07-18,14:20:22,16:13:31,01:53:09,00:41:28,41,1,12.87,85 1 HONDA - ORIENTAL - HONDA,Ver
28,2024-07-18,16:21:13,18:08:27,01:47:14,00:07:42,38,1,13.18,85 1 HONDA - ORIENTAL - HONDA,Ver
28,2024-07-18,18:26:32,20:17:37,01:51:05,00:18:05,39,1,13.29,85 1 HONDA - ORIENTAL - HONDA,Ver
